,Year,Province,Cities
59019,2018, Ontario ,Kitchener-Cambridge-Waterloo
59020,2019, Ontario ,Kitchener-Cambridge-Waterloo
59021,2020, Ontario ,Kitchener-Cambridge-Waterloo
59022,2021, Ontario ,Kitchener-Cambridge-Waterloo
59023,2022, Ontario ,Kitchener-Cambridge-Waterloo
59024,2023, Ontario ,Kitchener-Cambridge-Waterloo
59036,2013, Ontario ,Kitchener-Cambridge-Waterloo
59037,2014, Ontario ,Kitchener-Cambridge-Waterloo
59038,2015, Ontario ,Kitchener-Cambridge-Waterloo
59039,2016, Ontario ,Kitchener-Cambridge-Waterloo
59040,2017, Ontario ,Kitchener-Cambridge-Waterloo
59041,2018, Ontario ,Kitchener-Cambridge-Waterloo
59042,2019, Ontario ,Kitchener-Cambridge-Waterloo
59043,2020, Ontario ,Kitchener-Cambridge-Waterloo
59044,2021, Ontario ,Kitchener-Cambridge-Waterloo
59045,2022, Ontario ,Kitchener-Cambridge-Waterloo
59046,2023, Ontario ,Kitchener-Cambridge-Waterloo
59058,2013, Ontario ,Kitchener-Cambridge-Waterloo
59059,2014, Ontario ,Kitchener-Cambridge-Waterloo
59060,2015, Ontario ,Kitchener-Cambridge-Waterloo
59061,2016, Ontario ,Kitchener-Cambridge-Waterloo
59062,2017, Ontario ,Kitchener-Cambridge-Waterloo
59063,2018, Ontario ,Kitchener-Cambridge-Waterloo
59064,2019, Ontario ,Kitchener-Cambridge-Waterloo
59065,2020, Ontario ,Kitchener-Cambridge-Waterloo
59066,2021, Ontario ,Kitchener-Cambridge-Waterloo
59067,2022, Ontario ,Kitchener-Cambridge-Waterloo
59068,2023, Ontario ,Kitchener-Cambridge-Waterloo
59102,2013, Ontario ,Kitchener-Cambridge-Waterloo
59103,2014, Ontario ,Kitchener-Cambridge-Waterloo
59104,2015, Ontario ,Kitchener-Cambridge-Waterloo
59105,2016, Ontario ,Kitchener-Cambridge-Waterloo
59106,2017, Ontario ,Kitchener-Cambridge-Waterloo
59107,2018, Ontario ,Kitchener-Cambridge-Waterloo
59108,2019, Ontario ,Kitchener-Cambridge-Waterloo
59109,2020, Ontario ,Kitchener-Cambridge-Waterloo
59110,2021, Ontario ,Kitchener-Cambridge-Waterloo
59111,2022, Ontario ,Kitchener-Cambridge-Waterloo
59112,2023, Ontario ,Kitchener-Cambridge-Waterloo
59124,2013, Ontario ,Kitchener-Cambridge-Waterloo
59125,2014, Ontario ,Kitchener-Cambridge-Waterloo
59126,2015, Ontario ,Kitchener-Cambridge-Waterloo
59127,2016, Ontario ,Kitchener-Cambridge-Waterloo
59128,2017, Ontario ,Kitchener-Cambridge-Waterloo
59129,2018, Ontario ,Kitchener-Cambridge-Waterloo
59130,2019, Ontario ,Kitchener-Cambridge-Waterloo
59131,2020, Ontario ,Kitchener-Cambridge-Waterloo
59132,2021, Ontario ,Kitchener-Cambridge-Waterloo
59133,2022, Ontario ,Kitchener-Cambridge-Waterloo
59134,2023, Ontario ,Kitchener-Cambridge-Waterloo
59135,2013, Ontario ,Kitchener-Cambridge-Waterloo
59136,2014, Ontario ,Kitchener-Cambridge-Waterloo
59137,2015, Ontario ,Kitchener-Cambridge-Waterloo
59138,2016, Ontario ,Kitchener-Cambridge-Waterloo
59139,2017, Ontario ,Kitchener-Cambridge-Waterloo
59140,2018, Ontario ,Kitchener-Cambridge-Waterloo
59141,2019, Ontario ,Kitchener-Cambridge-Waterloo
59142,2020, Ontario ,Kitchener-Cambridge-Waterloo
59143,2021, Ontario ,Kitchener-Cambridge-Waterloo
59144,2022, Ontario ,Kitchener-Cambridge-Waterloo
59145,2023, Ontario ,Kitchener-Cambridge-Waterloo
59146,2013, Ontario ,Kitchener-Cambridge-Waterloo
59147,2014, Ontario ,Kitchener-Cambridge-Waterloo
59148,2015, Ontario ,Kitchener-Cambridge-Waterloo
59149,2016, Ontario ,Kitchener-Cambridge-Waterloo
59150,2017, Ontario ,Kitchener-Cambridge-Waterloo
59151,2018, Ontario ,Kitchener-Cambridge-Waterloo
59152,2019, Ontario ,Kitchener-Cambridge-Waterloo
59153,2020, Ontario ,Kitchener-Cambridge-Waterloo
59154,2021, Ontario ,Kitchener-Cambridge-Waterloo
59155,2022, Ontario ,Kitchener-Cambridge-Waterloo
59156,2023, Ontario ,Kitchener-Cambridge-Waterloo
59157,2013, Ontario ,Kitchener-Cambridge-Waterloo
59158,2014, Ontario ,Kitchener-Cambridge-Waterloo
59159,2015, Ontario ,Kitchener-Cambridge-Waterloo
59160,2016, Ontario ,Kitchener-Cambridge-Waterloo
59161,2017, Ontario ,Kitchener-Cambridge-Waterloo
59162,2018, Ontario ,Kitchener-Cambridge-Waterloo
59163,2019, Ontario ,Kitchener-Cambridge-Waterloo
59164,2020, Ontario ,Kitchener-Cambridge-Waterloo
59165,2021, Ontario ,Kitchener-Cambridge-Waterloo
59166,2022, Ontario ,Kitchener-Cambridge-Waterloo
59167,2023, Ontario ,Kitchener-Cambridge-Waterloo
59179,2013, Ontario ,Kitchener-Cambridge-Waterloo
59180,2014, Ontario ,Kitchener-Cambridge-Waterloo
59181,2015, Ontario ,Kitchener-Cambridge-Waterloo
59182,2016, Ontario ,Kitchener-Cambridge-Waterloo
59183,2017, Ontario ,Kitchener-Cambridge-Waterloo
59184,2018, Ontario ,Kitchener-Cambridge-Waterloo
59185,2019, Ontario ,Kitchener-Cambridge-Waterloo
59186,2020, Ontario ,Kitchener-Cambridge-Waterloo
59187,2021, Ontario ,Kitchener-Cambridge-Waterloo
59188,2022, Ontario ,Kitchener-Cambridge-Waterloo
59189,2023, Ontario ,Kitchener-Cambridge-Waterloo
59201,2013, Ontario ,Kitchener-Cambridge-Waterloo
59202,2014, Ontario ,Kitchener-Cambridge-Waterloo
59203,2015, Ontario ,Kitchener-Cambridge-Waterloo
59204,2016, Ontario ,Kitchener-Cambridge-Waterloo
59205,2017, Ontario ,Kitchener-Cambridge-Waterloo
59206,2018, Ontario ,Kitchener-Cambridge-Waterloo
59207,2019, Ontario ,Kitchener-Cambridge-Waterloo
59208,2020, Ontario ,Kitchener-Cambridge-Waterloo
59209,2021, Ontario ,Kitchener-Cambridge-Waterloo
59210,2022, Ontario ,Kitchener-Cambridge-Waterloo
59211,2023, Ontario ,Kitchener-Cambridge-Waterloo
59223,2013, Ontario ,Kitchener-Cambridge-Waterloo
59224,2014, Ontario ,Kitchener-Cambridge-Waterloo
59225,2015, Ontario ,Kitchener-Cambridge-Waterloo
59226,2016, Ontario ,Kitchener-Cambridge-Waterloo
59227,2017, Ontario ,Kitchener-Cambridge-Waterloo
59228,2018, Ontario ,Kitchener-Cambridge-Waterloo
59229,2019, Ontario ,Kitchener-Cambridge-Waterloo
59230,2020, Ontario ,Kitchener-Cambridge-Waterloo
59231,2021, Ontario ,Kitchener-Cambridge-Waterloo
59232,2022, Ontario ,Kitchener-Cambridge-Waterloo
59233,2023, Ontario ,Kitchener-Cambridge-Waterloo
59245,2013, Ontario ,Kitchener-Cambridge-Waterloo
59246,2014, Ontario ,Kitchener-Cambridge-Waterloo
59247,2015, Ontario ,Kitchener-Cambridge-Waterloo
59248,2016, Ontario ,Kitchener-Cambridge-Waterloo
59249,2017, Ontario ,Kitchener-Cambridge-Waterloo
59250,2018, Ontario ,Kitchener-Cambridge-Waterloo
59251,2019, Ontario ,Kitchener-Cambridge-Waterloo
59252,2020, Ontario ,Kitchener-Cambridge-Waterloo
59253,2021, Ontario ,Kitchener-Cambridge-Waterloo
59254,2022, Ontario ,Kitchener-Cambridge-Waterloo
59255,2023, Ontario ,Kitchener-Cambridge-Waterloo
59289,2013, Ontario ,Kitchener-Cambridge-Waterloo
59290,2014, Ontario ,Kitchener-Cambridge-Waterloo
59291,2015, Ontario ,Kitchener-Cambridge-Waterloo
59292,2016, Ontario ,Kitchener-Cambridge-Waterloo
59293,2017, Ontario ,Kitchener-Cambridge-Waterloo
59294,2018, Ontario ,Kitchener-Cambridge-Waterloo
59295,2019, Ontario ,Kitchener-Cambridge-Waterloo
59296,2020, Ontario ,Kitchener-Cambridge-Waterloo
59297,2021, Ontario ,Kitchener-Cambridge-Waterloo
59298,2022, Ontario ,Kitchener-Cambridge-Waterloo
59299,2023, Ontario ,Kitchener-Cambridge-Waterloo
59311,2013, Ontario ,Kitchener-Cambridge-Waterloo
59312,2014, Ontario ,Kitchener-Cambridge-Waterloo
59313,2015, Ontario ,Kitchener-Cambridge-Waterloo
59314,2016, Ontario ,Kitchener-Cambridge-Waterloo
59315,2017, Ontario ,Kitchener-Cambridge-Waterloo
59316,2018, Ontario ,Kitchener-Cambridge-Waterloo
59317,2019, Ontario ,Kitchener-Cambridge-Waterloo
59318,2020, Ontario ,Kitchener-Cambridge-Waterloo
59319,2021, Ontario ,Kitchener-Cambridge-Waterloo
59320,2022, Ontario ,Kitchener-Cambridge-Waterloo
59321,2023, Ontario ,Kitchener-Cambridge-Waterloo
59322,2013, Ontario ,Kitchener-Cambridge-Waterloo
59323,2014, Ontario ,Kitchener-Cambridge-Waterloo
59324,2015, Ontario ,Kitchener-Cambridge-Waterloo
59325,2016, Ontario ,Kitchener-Cambridge-Waterloo
59326,2017, Ontario ,Kitchener-Cambridge-Waterloo
59327,2018, Ontario ,Kitchener-Cambridge-Waterloo
59328,2019, Ontario ,Kitchener-Cambridge-Waterloo
59329,2020, Ontario ,Kitchener-Cambridge-Waterloo
59330,2021, Ontario ,Kitchener-Cambridge-Waterloo
59331,2022, Ontario ,Kitchener-Cambridge-Waterloo
59332,2023, Ontario ,Kitchener-Cambridge-Waterloo
59333,2013, Ontario ,Kitchener-Cambridge-Waterloo
59334,2014, Ontario ,Kitchener-Cambridge-Waterloo
59335,2015, Ontario ,Kitchener-Cambridge-Waterloo
59336,2016, Ontario ,Kitchener-Cambridge-Waterloo
59337,2017, Ontario ,Kitchener-Cambridge-Waterloo
59338,2018, Ontario ,Kitchener-Cambridge-Waterloo
59339,2019, Ontario ,Kitchener-Cambridge-Waterloo
59340,2020, Ontario ,Kitchener-Cambridge-Waterloo
59341,2021, Ontario ,Kitchener-Cambridge-Waterloo
59342,2022, Ontario ,Kitchener-Cambridge-Waterloo
59343,2023, Ontario ,Kitchener-Cambridge-Waterloo
59344,2013, Ontario ,Kitchener-Cambridge-Waterloo
59345,2014, Ontario ,Kitchener-Cambridge-Waterloo
59346,2015, Ontario ,Kitchener-Cambridge-Waterloo
59347,2016, Ontario ,Kitchener-Cambridge-Waterloo
59348,2017, Ontario ,Kitchener-Cambridge-Waterloo
59349,2018, Ontario ,Kitchener-Cambridge-Waterloo
59350,2019, Ontario ,Kitchener-Cambridge-Waterloo
59351,2020, Ontario ,Kitchener-Cambridge-Waterloo
59352,2021, Ontario ,Kitchener-Cambridge-Waterloo
59353,2022, Ontario ,Kitchener-Cambridge-Waterloo
59354,2023, Ontario ,Kitchener-Cambridge-Waterloo
59366,2013, Ontario ,Kitchener-Cambridge-Waterloo
59367,2014, Ontario ,Kitchener-Cambridge-Waterloo
59368,2015, Ontario ,Kitchener-Cambridge-Waterloo
59369,2016, Ontario ,Kitchener-Cambridge-Waterloo
59370,2017, Ontario ,Kitchener-Cambridge-Waterloo
59371,2018, Ontario ,Kitchener-Cambridge-Waterloo
59372,2019, Ontario ,Kitchener-Cambridge-Waterloo
59373,2020, Ontario ,Kitchener-Cambridge-Waterloo
59374,2021, Ontario ,Kitchener-Cambridge-Waterloo
59375,2022, Ontario ,Kitchener-Cambridge-Waterloo
59376,2023, Ontario ,Kitchener-Cambridge-Waterloo
59388,2013, Ontario ,Kitchener-Cambridge-Waterloo
59389,2014, Ontario ,Kitchener-Cambridge-Waterloo
59390,2015, Ontario ,Kitchener-Cambridge-Waterloo
59391,2016, Ontario ,Kitchener-Cambridge-Waterloo
59392,2017, Ontario ,Kitchener-Cambridge-Waterloo
59393,2018, Ontario ,Kitchener-Cambridge-Waterloo
59394,2019, Ontario ,Kitchener-Cambridge-Waterloo
59395,2020, Ontario ,Kitchener-Cambridge-Waterloo
59396,2021, Ontario ,Kitchener-Cambridge-Waterloo
59397,2022, Ontario ,Kitchener-Cambridge-Waterloo
59398,2023, Ontario ,Kitchener-Cambridge-Waterloo
59410,2013, Ontario ,Kitchener-Cambridge-Waterloo
59411,2014, Ontario ,Kitchener-Cambridge-Waterloo
59412,2015, Ontario ,Kitchener-Cambridge-Waterloo
59413,2016, Ontario ,Kitchener-Cambridge-Waterloo
59414,2017, Ontario ,Kitchener-Cambridge-Waterloo
59415,2018, Ontario ,Kitchener-Cambridge-Waterloo
59416,2019, Ontario ,Kitchener-Cambridge-Waterloo
59417,2020, Ontario ,Kitchener-Cambridge-Waterloo
59418,2021, Ontario ,Kitchener-Cambridge-Waterloo
59419,2022, Ontario ,Kitchener-Cambridge-Waterloo
59420,2023, Ontario ,Kitchener-Cambridge-Waterloo
60180,2013, Ontario ,Kitchener-Cambridge-Waterloo
60181,2014, Ontario ,Kitchener-Cambridge-Waterloo
60182,2015, Ontario ,Kitchener-Cambridge-Waterloo
60183,2016, Ontario ,Kitchener-Cambridge-Waterloo
60184,2017, Ontario ,Kitchener-Cambridge-Waterloo
60185,2018, Ontario ,Kitchener-Cambridge-Waterloo
60186,2019, Ontario ,Kitchener-Cambridge-Waterloo
60187,2020, Ontario ,Kitchener-Cambridge-Waterloo
60188,2021, Ontario ,Kitchener-Cambridge-Waterloo
60189,2022, Ontario ,Kitchener-Cambridge-Waterloo
60190,2023, Ontario ,Kitchener-Cambridge-Waterloo
60224,2013, Ontario ,Kitchener-Cambridge-Waterloo
60225,2014, Ontario ,Kitchener-Cambridge-Waterloo
60226,2015, Ontario ,Kitchener-Cambridge-Waterloo
60227,2016, Ontario ,Kitchener-Cambridge-Waterloo
60228,2017, Ontario ,Kitchener-Cambridge-Waterloo
60229,2018, Ontario ,Kitchener-Cambridge-Waterloo
60230,2019, Ontario ,Kitchener-Cambridge-Waterloo
60231,2020, Ontario ,Kitchener-Cambridge-Waterloo
60232,2021, Ontario ,Kitchener-Cambridge-Waterloo
60233,2022, Ontario ,Kitchener-Cambridge-Waterloo
60234,2023, Ontario ,Kitchener-Cambridge-Waterloo
60246,2013, Ontario ,Kitchener-Cambridge-Waterloo
60247,2014, Ontario ,Kitchener-Cambridge-Waterloo
60248,2015, Ontario ,Kitchener-Cambridge-Waterloo
60249,2016, Ontario ,Kitchener-Cambridge-Waterloo
60250,2017, Ontario ,Kitchener-Cambridge-Waterloo
60251,2018, Ontario ,Kitchener-Cambridge-Waterloo
60252,2019, Ontario ,Kitchener-Cambridge-Waterloo
60253,2020, Ontario ,Kitchener-Cambridge-Waterloo
60254,2021, Ontario ,Kitchener-Cambridge-Waterloo
60255,2022, Ontario ,Kitchener-Cambridge-Waterloo
60256,2023, Ontario ,Kitchener-Cambridge-Waterloo
60257,2013, Ontario ,Kitchener-Cambridge-Waterloo
60258,2014, Ontario ,Kitchener-Cambridge-Waterloo
60259,2015, Ontario ,Kitchener-Cambridge-Waterloo
60260,2016, Ontario ,Kitchener-Cambridge-Waterloo
60261,2017, Ontario ,Kitchener-Cambridge-Waterloo
60262,2018, Ontario ,Kitchener-Cambridge-Waterloo
60263,2019, Ontario ,Kitchener-Cambridge-Waterloo
60264,2020, Ontario ,Kitchener-Cambridge-Waterloo
60265,2021, Ontario ,Kitchener-Cambridge-Waterloo
60266,2022, Ontario ,Kitchener-Cambridge-Waterloo
60267,2023, Ontario ,Kitchener-Cambridge-Waterloo
60268,2013, Ontario ,Kitchener-Cambridge-Waterloo
60269,2014, Ontario ,Kitchener-Cambridge-Waterloo
60270,2015, Ontario ,Kitchener-Cambridge-Waterloo
60271,2016, Ontario ,Kitchener-Cambridge-Waterloo
60272,2017, Ontario ,Kitchener-Cambridge-Waterloo
60273,2018, Ontario ,Kitchener-Cambridge-Waterloo
60274,2019, Ontario ,Kitchener-Cambridge-Waterloo
60275,2020, Ontario ,Kitchener-Cambridge-Waterloo
60276,2021, Ontario ,Kitchener-Cambridge-Waterloo
60277,2022, Ontario ,Kitchener-Cambridge-Waterloo
60278,2023, Ontario ,Kitchener-Cambridge-Waterloo
60279,2013, Ontario ,Kitchener-Cambridge-Waterloo
60280,2014, Ontario ,Kitchener-Cambridge-Waterloo
60281,2015, Ontario ,Kitchener-Cambridge-Waterloo
60282,2016, Ontario ,Kitchener-Cambridge-Waterloo
60283,2017, Ontario ,Kitchener-Cambridge-Waterloo
60284,2018, Ontario ,Kitchener-Cambridge-Waterloo
60285,2019, Ontario ,Kitchener-Cambridge-Waterloo
60286,2020, Ontario ,Kitchener-Cambridge-Waterloo
60287,2021, Ontario ,Kitchener-Cambridge-Waterloo
60288,2022, Ontario ,Kitchener-Cambridge-Waterloo
60289,2023, Ontario ,Kitchener-Cambridge-Waterloo
60301,2013, Ontario ,Kitchener-Cambridge-Waterloo
60302,2014, Ontario ,Kitchener-Cambridge-Waterloo
60303,2015, Ontario ,Kitchener-Cambridge-Waterloo
60304,2016, Ontario ,Kitchener-Cambridge-Waterloo
60305,2017, Ontario ,Kitchener-Cambridge-Waterloo
60306,2018, Ontario ,Kitchener-Cambridge-Waterloo
60307,2019, Ontario ,Kitchener-Cambridge-Waterloo
60308,2020, Ontario ,Kitchener-Cambridge-Waterloo
60309,2021, Ontario ,Kitchener-Cambridge-Waterloo
60310,2022, Ontario ,Kitchener-Cambridge-Waterloo
60311,2023, Ontario ,Kitchener-Cambridge-Waterloo
60323,2013, Ontario ,Kitchener-Cambridge-Waterloo
60324,2014, Ontario ,Kitchener-Cambridge-Waterloo
60325,2015, Ontario ,Kitchener-Cambridge-Waterloo
60326,2016, Ontario ,Kitchener-Cambridge-Waterloo
60327,2017, Ontario ,Kitchener-Cambridge-Waterloo
60328,2018, Ontario ,Kitchener-Cambridge-Waterloo
60329,2019, Ontario ,Kitchener-Cambridge-Waterloo
60330,2020, Ontario ,Kitchener-Cambridge-Waterloo
60331,2021, Ontario ,Kitchener-Cambridge-Waterloo
60332,2022, Ontario ,Kitchener-Cambridge-Waterloo
60333,2023, Ontario ,Kitchener-Cambridge-Waterloo
60345,2013, Ontario ,Kitchener-Cambridge-Waterloo
60346,2014, Ontario ,Kitchener-Cambridge-Waterloo
60347,2015, Ontario ,Kitchener-Cambridge-Waterloo
60348,2016, Ontario ,Kitchener-Cambridge-Waterloo
60349,2017, Ontario ,Kitchener-Cambridge-Waterloo
60350,2018, Ontario ,Kitchener-Cambridge-Waterloo
60351,2019, Ontario ,Kitchener-Cambridge-Waterloo
60352,2020, Ontario ,Kitchener-Cambridge-Waterloo
60353,2021, Ontario ,Kitchener-Cambridge-Waterloo
60354,2022, Ontario ,Kitchener-Cambridge-Waterloo
60355,2023, Ontario ,Kitchener-Cambridge-Waterloo
60554,2013, Ontario ,Kitchener-Cambridge-Waterloo
60555,2014, Ontario ,Kitchener-Cambridge-Waterloo
60556,2015, Ontario ,Kitchener-Cambridge-Waterloo
60557,2016, Ontario ,Kitchener-Cambridge-Waterloo
60558,2017, Ontario ,Kitchener-Cambridge-Waterloo
60559,2018, Ontario ,Kitchener-Cambridge-Waterloo
60560,2019, Ontario ,Kitchener-Cambridge-Waterloo
60561,2020, Ontario ,Kitchener-Cambridge-Waterloo
60562,2021, Ontario ,Kitchener-Cambridge-Waterloo
60563,2022, Ontario ,Kitchener-Cambridge-Waterloo
60564,2023, Ontario ,Kitchener-Cambridge-Waterloo
60598,2013, Ontario ,Kitchener-Cambridge-Waterloo
60599,2014, Ontario ,Kitchener-Cambridge-Waterloo
60600,2015, Ontario ,Kitchener-Cambridge-Waterloo
60601,2016, Ontario ,Kitchener-Cambridge-Waterloo
60602,2017, Ontario ,Kitchener-Cambridge-Waterloo
60603,2018, Ontario ,Kitchener-Cambridge-Waterloo
60604,2019, Ontario ,Kitchener-Cambridge-Waterloo
60605,2020, Ontario ,Kitchener-Cambridge-Waterloo
60606,2021, Ontario ,Kitchener-Cambridge-Waterloo
60607,2022, Ontario ,Kitchener-Cambridge-Waterloo
60608,2023, Ontario ,Kitchener-Cambridge-Waterloo
60620,2013, Ontario ,Kitchener-Cambridge-Waterloo
60621,2014, Ontario ,Kitchener-Cambridge-Waterloo
60622,2015, Ontario ,Kitchener-Cambridge-Waterloo
60623,2016, Ontario ,Kitchener-Cambridge-Waterloo
60624,2017, Ontario ,Kitchener-Cambridge-Waterloo
60625,2018, Ontario ,Kitchener-Cambridge-Waterloo
60626,2019, Ontario ,Kitchener-Cambridge-Waterloo
60627,2020, Ontario ,Kitchener-Cambridge-Waterloo
60628,2021, Ontario ,Kitchener-Cambridge-Waterloo
60629,2022, Ontario ,Kitchener-Cambridge-Waterloo
60630,2023, Ontario ,Kitchener-Cambridge-Waterloo
60631,2013, Ontario ,Kitchener-Cambridge-Waterloo
60632,2014, Ontario ,Kitchener-Cambridge-Waterloo
60633,2015, Ontario ,Kitchener-Cambridge-Waterloo
60634,2016, Ontario ,Kitchener-Cambridge-Waterloo
60635,2017, Ontario ,Kitchener-Cambridge-Waterloo
60636,2018, Ontario ,Kitchener-Cambridge-Waterloo
60637,2019, Ontario ,Kitchener-Cambridge-Waterloo
60638,2020, Ontario ,Kitchener-Cambridge-Waterloo
60639,2021, Ontario ,Kitchener-Cambridge-Waterloo
60640,2022, Ontario ,Kitchener-Cambridge-Waterloo
60641,2023, Ontario ,Kitchener-Cambridge-Waterloo
60642,2013, Ontario ,Kitchener-Cambridge-Waterloo
60643,2014, Ontario ,Kitchener-Cambridge-Waterloo
60644,2015, Ontario ,Kitchener-Cambridge-Waterloo
60645,2016, Ontario ,Kitchener-Cambridge-Waterloo
60646,2017, Ontario ,Kitchener-Cambridge-Waterloo
60647,2018, Ontario ,Kitchener-Cambridge-Waterloo
60648,2019, Ontario ,Kitchener-Cambridge-Waterloo
60649,2020, Ontario ,Kitchener-Cambridge-Waterloo
60650,2021, Ontario ,Kitchener-Cambridge-Waterloo
60651,2022, Ontario ,Kitchener-Cambridge-Waterloo
60652,2023, Ontario ,Kitchener-Cambridge-Waterloo
60653,2013, Ontario ,Kitchener-Cambridge-Waterloo
60654,2014, Ontario ,Kitchener-Cambridge-Waterloo
60655,2015, Ontario ,Kitchener-Cambridge-Waterloo
60656,2016, Ontario ,Kitchener-Cambridge-Waterloo
60657,2017, Ontario ,Kitchener-Cambridge-Waterloo
60658,2018, Ontario ,Kitchener-Cambridge-Waterloo
60659,2019, Ontario ,Kitchener-Cambridge-Waterloo
60660,2020, Ontario ,Kitchener-Cambridge-Waterloo
60661,2021, Ontario ,Kitchener-Cambridge-Waterloo
60662,2022, Ontario ,Kitchener-Cambridge-Waterloo
60663,2023, Ontario ,Kitchener-Cambridge-Waterloo
60675,2013, Ontario ,Kitchener-Cambridge-Waterloo
60676,2014, Ontario ,Kitchener-Cambridge-Waterloo
60677,2015, Ontario ,Kitchener-Cambridge-Waterloo
60678,2016, Ontario ,Kitchener-Cambridge-Waterloo
60679,2017, Ontario ,Kitchener-Cambridge-Waterloo
60680,2018, Ontario ,Kitchener-Cambridge-Waterloo
60681,2019, Ontario ,Kitchener-Cambridge-Waterloo
60682,2020, Ontario ,Kitchener-Cambridge-Waterloo
60683,2021, Ontario ,Kitchener-Cambridge-Waterloo
60684,2022, Ontario ,Kitchener-Cambridge-Waterloo
60685,2023, Ontario ,Kitchener-Cambridge-Waterloo
60697,2013, Ontario ,Kitchener-Cambridge-Waterloo
60698,2014, Ontario ,Kitchener-Cambridge-Waterloo
60699,2015, Ontario ,Kitchener-Cambridge-Waterloo
60700,2016, Ontario ,Kitchener-Cambridge-Waterloo
60701,2017, Ontario ,Kitchener-Cambridge-Waterloo
60702,2018, Ontario ,Kitchener-Cambridge-Waterloo
60703,2019, Ontario ,Kitchener-Cambridge-Waterloo
60704,2020, Ontario ,Kitchener-Cambridge-Waterloo
60705,2021, Ontario ,Kitchener-Cambridge-Waterloo
60706,2022, Ontario ,Kitchener-Cambridge-Waterloo
60707,2023, Ontario ,Kitchener-Cambridge-Waterloo
60719,2013, Ontario ,Kitchener-Cambridge-Waterloo
60720,2014, Ontario ,Kitchener-Cambridge-Waterloo
60721,2015, Ontario ,Kitchener-Cambridge-Waterloo
60722,2016, Ontario ,Kitchener-Cambridge-Waterloo
60723,2017, Ontario ,Kitchener-Cambridge-Waterloo
60724,2018, Ontario ,Kitchener-Cambridge-Waterloo
60725,2019, Ontario ,Kitchener-Cambridge-Waterloo
60726,2020, Ontario ,Kitchener-Cambridge-Waterloo
60727,2021, Ontario ,Kitchener-Cambridge-Waterloo
60728,2022, Ontario ,Kitchener-Cambridge-Waterloo
60729,2023, Ontario ,Kitchener-Cambridge-Waterloo
60741,2013, Ontario ,Kitchener-Cambridge-Waterloo
60742,2014, Ontario ,Kitchener-Cambridge-Waterloo
60743,2015, Ontario ,Kitchener-Cambridge-Waterloo
60744,2016, Ontario ,Kitchener-Cambridge-Waterloo
60745,2017, Ontario ,Kitchener-Cambridge-Waterloo
60746,2018, Ontario ,Kitchener-Cambridge-Waterloo
60747,2019, Ontario ,Kitchener-Cambridge-Waterloo
60748,2020, Ontario ,Kitchener-Cambridge-Waterloo
60749,2021, Ontario ,Kitchener-Cambridge-Waterloo
60750,2022, Ontario ,Kitchener-Cambridge-Waterloo
60751,2023, Ontario ,Kitchener-Cambridge-Waterloo
60785,2013, Ontario ,Kitchener-Cambridge-Waterloo
60786,2014, Ontario ,Kitchener-Cambridge-Waterloo
60787,2015, Ontario ,Kitchener-Cambridge-Waterloo
60788,2016, Ontario ,Kitchener-Cambridge-Waterloo
60789,2017, Ontario ,Kitchener-Cambridge-Waterloo
60790,2018, Ontario ,Kitchener-Cambridge-Waterloo
60791,2019, Ontario ,Kitchener-Cambridge-Waterloo
60792,2020, Ontario ,Kitchener-Cambridge-Waterloo
60793,2021, Ontario ,Kitchener-Cambridge-Waterloo
60794,2022, Ontario ,Kitchener-Cambridge-Waterloo
